2.331605871973947142e-01,1.851788367520953160e-01,3.106971866852995534e-01,4.013313125906699530e-01,9.522894102440633279e-01,5.293303999287963801e-01,3.498269388952420789e-01,9.103742517775210985e-02,5.330109082706643298e-01,3.858408807599673224e-02,8.385226385274728855e-01,5.909946454509555913e-01,3.556591106834887106e-01,6.648446234085018114e-01,3.986605491012877867e-01,2.627961527507525208e-01,2.470137317310046321e-01,6.008236912069512270e-01,7.232023695273164243e-01,5.512951060726121177e-01
2.397914705059714657e-01,3.167275872598132591e-01,-6.654351085573627367e-02,-7.851489739053220396e-02,-2.921534690260200323e-02,3.980981537754061383e-01,6.479088539406616665e-01,1.228329566692187430e-01,4.490799039012927096e-01,1.725910827090011423e-01,3.067973663038757737e-01,8.206729311680156513e-01,7.769355091953237258e-01,8.876407852203687110e-01,2.245699783890431067e-01,4.460162233880105576e-01,3.389450357813404424e-01,3.324679616684088068e-01,3.480718411146402902e-01,6.186516873896472646e-01
5.511553059776311825e-01,6.737948927162340507e-01,2.111101071384351158e-01,3.473297996775312479e-01,2.913456826176143988e-01,4.839421195129909314e-01,3.208861021289484694e-01,5.952092424248320857e-01,4.783424670049166161e-01,4.743438320751766080e-01,3.730711389943792700e-01,2.373073513822415992e-01,3.957802033001694419e-01,4.573230729721365906e-01,2.876703978086728730e-01,2.564962060411685729e-01,4.458487034867291698e-01,3.700067168371256043e-01,4.439675451864339983e-01,5.730038576783305082e-01
1.507058537546662191e-01,4.645778965404174232e-01,3.629319757926081080e-01,6.466938932761034931e-01,6.045245189823508225e-01,4.905540028309654521e-01,5.340886079338038606e-01,7.872111592770794086e-01,9.036728516068519568e-01,3.765060890447590736e-01,6.737451191511626414e-01,1.381759803417575150e-01,4.840137252004519386e-01,1.739985642767661322e-01,3.342858721504679553e-01,6.114158470505792753e-01,1.999601782345026280e-01,7.450222639973529404e-01,2.328510866532819412e-01,7.675237074123333336e-01
4.663945585226438872e-01,1.324728652782369009e-01,1.891684918481710553e-01,-4.334898086760026470e-02,7.024471531247274969e-01,4.123763483935488638e-01,4.965321816679391098e-01,-4.555229747439285548e-01,9.134941607364993610e-01,5.306733274660354605e-01,9.745587433560401469e-02,1.917269637780783520e-01,1.020602298006963865e-01,4.176852365955038282e-01,8.143529470667709713e-03,1.447402440740267748e-01,8.678630983241418795e-01,4.360749413717751599e-01,3.449037091954872403e-01,3.316352451756359176e-01
4.644702285003423636e-01,4.096586405110903550e-01,4.203325881343709103e-01,1.220548217178294287e-01,9.549754750278995896e-01,4.501008413895162263e-01,3.916913322911992346e-01,-9.349000888277590737e-02,2.739928731278571949e-01,1.425982888010666194e-01,5.613519864122948899e-01,4.356293510406408220e-01,1.957985967652554338e-01,6.453634786373505516e-01,5.279720493214676846e-01,6.715367952178783462e-01,5.829492368391392398e-01,6.098048272944768255e-01,1.888941084948342619e-01,2.189142681498335574e-01
4.864756682897403151e-01,1.454402764879666743e-01,2.973806153989500545e-01,2.829217634946033511e-01,1.920688843083811770e-01,4.466226819328031339e-01,5.853984045456900320e-01,5.697526719379187865e-01,1.297428511282365249e-01,2.958027287879816947e-01,6.070507376778857545e-01,5.401058003012504383e-01,6.742424120436143475e-01,5.148740753525761216e-01,4.137291818421819367e-01,6.251006503007060511e-01,2.471924395413246101e-01,4.348786853041811118e-01,4.851088287431520318e-01,4.369445550214548502e-01
3.689684500902996045e-01,5.248617073362320529e-01,6.078544621567459894e-01,5.679021520710809678e-01,3.013720127150898986e-01,6.056718515458932028e-01,8.489750852010645443e-02,2.422213534972345039e-01,5.080403078526382066e-01,1.992429905331794815e-01,2.421362115677713200e-01,5.000240161601126054e-01,6.055885577017040555e-01,5.207684089113927550e-01,2.429647335485708715e-01,6.545274442028301554e-01,1.907760876795294713e-01,4.934922100121617583e-01,4.867577875718503977e-01,1.048473380354040696e+00
5.831556561517946546e-01,2.708706611305431444e-01,6.871760526678784009e-01,5.553857307565233103e-01,3.347616543913805032e-01,5.785974048174379325e-01,2.130411235567932493e-01,8.340509848157635631e-01,5.816444729005472158e-01,1.599912020029452958e-02,3.420468840226164042e-01,3.615464477134320842e-01,5.222758646358071077e-01,3.456681198896907059e-01,2.370056222393024103e-01,1.388308119944219599e-01,5.081319127468704178e-01,4.623810196260339511e-01,6.096324366671126427e-01,3.224523697991684146e-01
7.643532648312623135e-01,2.718477988643244192e-01,7.549125475645414030e-01,5.083705237180305980e-01,5.470953881148586939e-01,2.667932624502928132e-02,5.268929563011748307e-01,3.174798837315576105e-01,8.319146924573493918e-01,7.370274639581367859e-01,6.828654540348960689e-01,8.014097401542813470e-01,1.673318192949998784e-01,2.441930087519476877e-01,4.269928868430302171e-01,6.108537893551883036e-01,3.658367990108893908e-01,7.308108001649013530e-02,3.735724553114371238e-01,2.744973366852417884e-01
4.095660874141414665e-01,7.244813132379226417e-01,2.152397775297304194e-01,2.563037790709920549e-01,6.062783518788594783e-01,2.479553153044045388e-01,8.035451255492289668e-01,2.934099892503254092e-01,3.898549905383358882e-01,3.614235435375177663e-01,3.003191642916711590e-01,-3.108776124209844394e-01,3.099316293240200748e-01,2.773813013236674507e-01,1.052642299733995146e-01,8.594289743809232496e-01,2.585041449545825293e-02,3.103720914045608459e-01,3.583211027600467502e-01,4.468691848773111985e-01
6.867781947505778861e-01,6.531122792647978126e-02,5.306626811758413664e-01,5.976582545795199319e-01,3.313512201496738308e-01,4.841777824810953312e-01,4.053312729752931443e-01,2.730163446614162770e-01,2.215697775634088151e-01,2.570597227555447839e-01,4.287470588888590006e-01,1.123199216467047484e-01,7.290949368156773858e-02,5.202440452483693134e-01,5.751358089939149210e-01,2.746111445744838231e-01,6.914134377171426982e-01,5.539769148606361604e-01,7.066005944940161321e-01,7.718375159685523235e-01
3.962504601882818611e-01,5.886479692396321406e-01,3.261957062394875706e-01,3.473524331997334125e-01,5.133571924293937050e-01,2.591719022118720295e-01,4.022288528831825111e-02,1.151613633211582138e-01,2.653571685606024855e-01,8.287096305810174313e-01,2.054781421075395909e-01,5.912772362350265931e-01,9.443716018364534115e-02,4.237272996637718725e-01,2.443671450760013797e-01,2.345620122644689054e-01,2.654681049807644522e-01,6.250279596415866945e-02,5.686096393618302880e-01,6.389631229015437786e-01
9.478056983865479346e-02,7.110012583338138903e-01,4.022817689629456517e-01,2.969065024222653504e-01,1.708104244446295716e-02,5.938166053327129656e-01,3.543919072761827493e-01,3.503038115735572777e-01,3.839549896210435742e-01,5.547694743540617646e-01,3.664699077678327255e-01,2.290203604981697616e-01,3.832821676506935615e-01,1.497522376622861806e-01,6.151605630212305664e-01,2.221470436761558975e-01,7.009781844125239081e-01,3.953021780417030895e-01,1.822477275376757078e-01,2.886989973901031847e-01
3.922113586514834882e-01,5.155684640511700723e-01,6.916636803667706168e-01,3.211165599464618770e-01,4.058592749390855237e-01,4.350485981506575506e-01,-1.186680675920072786e-01,4.060072742651371080e-01,4.850527611914189352e-01,-7.808126331489811944e-02,1.610550321810797630e-02,4.001137265734938109e-01,7.431175057264516326e-01,1.647653697364656611e-01,4.538821721815513577e-01,5.345973668083803254e-01,3.674984697239532805e-01,6.983342866313653197e-01,4.186879294196072521e-01,2.729242330344358036e-01
4.607320865468597093e-01,7.418567746265091190e-01,7.690294490739008060e-01,8.524956188612443642e-01,5.383831954479881832e-01,-1.299583415034301082e-01,6.247900593779215361e-01,2.322941281921942769e-01,3.825413447450597970e-01,3.654416722865747036e-01,5.226169525864370335e-01,8.354626360978093524e-01,6.723646034011574457e-01,3.594708796821304841e-01,7.139447188118952514e-01,3.722950371879362175e-01,6.924287608237751357e-01,2.818414858720798555e-01,4.942564532545617451e-01,2.280834726930255074e-01
3.813011000973450804e-01,7.407934806447629139e-01,8.295407984256255585e-01,7.323517559649270758e-01,1.697526482504698730e-01,4.741122583064482643e-01,5.009630308457998504e-01,8.613618042051643386e-02,8.745021115724737060e-01,8.308092985803436914e-01,4.382879965636223840e-01,7.450498488646365436e-01,2.766200356766090884e-01,1.968876472842990832e-01,3.527150099999286081e-01,5.069753513772294884e-01,2.171485579987913750e-01,4.459204171182197252e-01,-1.384565977330722841e-01,2.749825281759325502e-01
-2.924558975527368210e-01,4.067674967256951213e-01,-1.578406862278722844e-01,1.931963644299482807e-01,3.618866093798301375e-01,1.384126419117708284e+00,3.803730674814375656e-01,5.075560200575069958e-01,2.564886513503448207e-01,9.816525527148099728e-02,2.188810571304070363e-01,4.302454414137638072e-01,-3.153432696500831356e-01,9.183686653167816294e-01,6.786465346470119675e-01,9.796223166794572057e-01,7.479170948967320820e-01,8.937818696809221031e-01,-1.483843724254976515e-01,5.622209739434860243e-01
-5.375467532084434591e-02,1.286994299903931882e-01,6.870918056958307263e-01,3.614242224658471558e-01,2.607625190313155317e-01,8.659191622378800135e-01,9.674412824125638855e-01,2.850176705417430956e-01,7.892957629711198075e-01,-3.029408579958030590e-01,8.953433131806417533e-01,1.061520796454305804e-01,1.182129036482214846e-01,3.115923700089091586e-01,1.753394253635969513e-01,4.465867378438876378e-01,3.828590858040872291e-01,2.714638316560397113e-01,4.452781719137848815e-01,7.740747637321571117e-01
5.337441878298927467e-01,4.181805989418161951e-01,2.927524281352751889e-01,6.816225703984402085e-01,2.404426600564957273e-01,2.848374380917272908e-01,2.739339422989558459e-01,7.058653202768540025e-01,4.427877691268626292e-01,2.226919626169079069e-01,7.297636613162431507e-01,4.135123534018840252e-01,3.376490038609281097e-01,1.258797854848056896e-01,6.570496493205997268e-01,5.145286375104507481e-01,6.304902063129420586e-01,5.348492153771541302e-01,4.241728845049050900e-01,5.769543016984003403e-01
2.075464318952799092e-01,2.457279817221464380e-01,4.313261576279520115e-02,4.244891966375519687e-01,1.103159496050167693e-01,1.933130176437340784e-03,1.296065548867707806e-01,3.395208022247200308e-01,1.097660697542875291e-01,4.015412550850907397e-02,6.059365224254672500e-01,4.650470853966261475e-01,4.117497137090061488e-01,-6.313452669313860191e-03,4.902622255018750930e-01,6.493940330461052124e-01,3.043284155783654299e-01,4.807931712304905347e-01,6.510514250414716209e-01,3.984987273207168390e-01
2.739621235012393644e-02,6.282548297151254735e-01,3.276181860924522460e-01,5.600389577721841539e-01,-7.548417455475197463e-03,1.704135835449033798e-01,5.332895795599204014e-01,5.984503541185350883e-01,4.004296329358278950e-01,1.021240862169639163e+00,8.824672640254338507e-02,5.382269645614574660e-01,1.648294828859059868e-01,2.294987264613196354e-01,8.042673814713937608e-01,-5.820638518861846744e-02,1.236392934751457812e-01,7.489926367232687676e-01,1.349134112753005432e-01,7.056421929284579786e-01
